instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,hour_of_day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,time_category,season_weather,day_type,check_cnt
4656,2011-07-17,3,0,7,21,0,0,0,1,0.74,0.6818,0.62,0.2239,59,148,207,2011,7,17,21,6,1,26.78,28.998799999999996,62.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.28502415458937197,Evening (18-24),Fall - Clear/Partly Cloudy,Weekend,207
4657,2011-07-17,3,0,7,22,0,0,0,1,0.72,0.6818,0.66,0.2239,65,116,181,2011,7,17,22,6,1,25.839999999999996,28.998799999999996,66.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.35911602209944754,Evening (18-24),Fall - Clear/Partly Cloudy,Weekend,181
4658,2011-07-17,3,0,7,23,0,0,0,1,0.7,0.6667,0.74,0.1343,39,54,93,2011,7,17,23,6,1,24.9,28.002199999999995,74.0,8.9981,Clear/Partly Cloudy,Fall,0.41935483870967744,Evening (18-24),Fall - Clear/Partly Cloudy,Weekend,93
4659,2011-07-18,3,0,7,0,0,1,1,1,0.7,0.6667,0.74,0.1343,21,30,51,2011,7,18,0,0,0,24.9,28.002199999999995,74.0,8.9981,Clear/Partly Cloudy,Fall,0.4117647058823529,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,51
4660,2011-07-18,3,0,7,1,0,1,1,1,0.7,0.6667,0.74,0.2239,17,8,25,2011,7,18,1,0,0,24.9,28.002199999999995,74.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.68,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,25
4661,2011-07-18,3,0,7,2,0,1,1,1,0.66,0.6061,0.83,0.2239,2,8,10,2011,7,18,2,0,0,23.020000000000003,24.0026,83.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.2,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,10
4662,2011-07-18,3,0,7,3,0,1,1,1,0.66,0.6061,0.78,0.194,3,4,7,2011,7,18,3,0,0,23.020000000000003,24.0026,78.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.42857142857142855,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,7
4663,2011-07-18,3,0,7,4,0,1,1,1,0.64,0.5909,0.78,0.1642,1,3,4,2011,7,18,4,0,0,22.080000000000002,22.9994,78.0,11.0014,Clear/Partly Cloudy,Fall,0.25,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,4
4664,2011-07-18,3,0,7,5,0,1,1,1,0.64,0.5909,0.78,0.1045,2,15,17,2011,7,18,5,0,0,22.080000000000002,22.9994,78.0,7.0015,Clear/Partly Cloudy,Fall,0.11764705882352941,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,17
4665,2011-07-18,3,0,7,6,0,1,1,1,0.64,0.5758,0.83,0.1045,10,95,105,2011,7,18,6,0,0,22.080000000000002,22.0028,83.0,7.0015,Clear/Partly Cloudy,Fall,0.09523809523809523,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,105
4666,2011-07-18,3,0,7,7,0,1,1,1,0.68,0.6364,0.74,0.2239,22,255,277,2011,7,18,7,0,0,23.96,26.002399999999994,74.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.07942238267148015,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,277
4667,2011-07-18,3,0,7,8,0,1,1,1,0.7,0.6515,0.7,0.194,18,329,347,2011,7,18,8,0,0,24.9,26.998999999999995,70.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.05187319884726225,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,347
4668,2011-07-18,3,0,7,9,0,1,1,1,0.74,0.697,0.67,0.2239,33,170,203,2011,7,18,9,0,0,26.78,30.001999999999995,67.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.1625615763546798,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,203
4669,2011-07-18,3,0,7,10,0,1,1,1,0.76,0.7121,0.62,0.194,52,78,130,2011,7,18,10,0,0,27.72,30.998599999999996,62.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.4,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,130
4670,2011-07-18,3,0,7,11,0,1,1,1,0.8,0.7576,0.55,0.0896,42,99,141,2011,7,18,11,0,0,29.6,34.0016,55.00000000000001,6.0032,Clear/Partly Cloudy,Fall,0.2978723404255319,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,141
4671,2011-07-18,3,0,7,12,0,1,1,1,0.8,0.7727,0.59,0.194,39,126,165,2011,7,18,12,0,0,29.6,34.998200000000004,59.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.23636363636363636,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,165
4672,2011-07-18,3,0,7,13,0,1,1,1,0.82,0.7879,0.56,0.2537,27,125,152,2011,7,18,13,0,0,30.54,36.001400000000004,56.00000000000001,16.997899999999998,Clear/Partly Cloudy,Fall,0.17763157894736842,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,152
4673,2011-07-18,3,0,7,14,0,1,1,1,0.82,0.7879,0.56,0.3284,32,106,138,2011,7,18,14,0,0,30.54,36.001400000000004,56.00000000000001,22.0028,Clear/Partly Cloudy,Fall,0.2318840579710145,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,138
4674,2011-07-18,3,0,7,15,0,1,1,1,0.84,0.803,0.53,0.3284,53,111,164,2011,7,18,15,0,0,31.479999999999997,36.998000000000005,53.0,22.0028,Clear/Partly Cloudy,Fall,0.3231707317073171,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,164
4675,2011-07-18,3,0,7,16,0,1,1,1,0.84,0.803,0.53,0.2836,45,220,265,2011,7,18,16,0,0,31.479999999999997,36.998000000000005,53.0,19.0012,Clear/Partly Cloudy,Fall,0.16981132075471697,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,265
4676,2011-07-18,3,0,7,17,0,1,1,1,0.84,0.7879,0.49,0.3284,72,473,545,2011,7,18,17,0,0,31.479999999999997,36.001400000000004,49.0,22.0028,Clear/Partly Cloudy,Fall,0.13211009174311927,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,545
4677,2011-07-18,3,0,7,18,0,1,1,1,0.82,0.7727,0.49,0.3582,80,478,558,2011,7,18,18,0,0,30.54,34.998200000000004,49.0,23.9994,Clear/Partly Cloudy,Fall,0.14336917562724014,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,558
4678,2011-07-18,3,0,7,19,0,1,1,1,0.8,0.7576,0.55,0.2239,63,335,398,2011,7,18,19,0,0,29.6,34.0016,55.00000000000001,15.001299999999999,Clear/Partly Cloudy,Fall,0.15829145728643215,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,398
4679,2011-07-18,3,0,7,20,0,1,1,1,0.78,0.7424,0.59,0.2239,91,232,323,2011,7,18,20,0,0,28.660000000000004,32.9984,59.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.28173374613003094,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,323
4680,2011-07-18,3,0,7,21,0,1,1,1,0.74,0.697,0.66,0.194,48,154,202,2011,7,18,21,0,0,26.78,30.001999999999995,66.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.2376237623762376,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,202
4681,2011-07-18,3,0,7,22,0,1,1,1,0.76,0.7273,0.66,0.2239,36,104,140,2011,7,18,22,0,0,27.72,32.001799999999996,66.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.2571428571428571,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,140
4682,2011-07-18,3,0,7,23,0,1,1,1,0.74,0.697,0.66,0.1642,32,59,91,2011,7,18,23,0,0,26.78,30.001999999999995,66.0,11.0014,Clear/Partly Cloudy,Fall,0.3516483516483517,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,91
4683,2011-07-19,3,0,7,0,0,2,1,1,0.74,0.697,0.66,0.1045,25,26,51,2011,7,19,0,1,0,26.78,30.001999999999995,66.0,7.0015,Clear/Partly Cloudy,Fall,0.49019607843137253,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,51
4684,2011-07-19,3,0,7,1,0,2,1,2,0.74,0.697,0.66,0.1343,7,6,13,2011,7,19,1,1,0,26.78,30.001999999999995,66.0,8.9981,Misty/Cloudy,Fall,0.5384615384615384,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,13
4685,2011-07-19,3,0,7,2,0,2,1,1,0.72,0.6818,0.7,0.1642,9,4,13,2011,7,19,2,1,0,25.839999999999996,28.998799999999996,70.0,11.0014,Clear/Partly Cloudy,Fall,0.6923076923076923,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,13
4686,2011-07-19,3,0,7,3,0,2,1,1,0.72,0.6818,0.7,0.1642,2,1,3,2011,7,19,3,1,0,25.839999999999996,28.998799999999996,70.0,11.0014,Clear/Partly Cloudy,Fall,0.6666666666666666,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,3
4687,2011-07-19,3,0,7,4,0,2,1,1,0.72,0.6818,0.7,0.1343,1,4,5,2011,7,19,4,1,0,25.839999999999996,28.998799999999996,70.0,8.9981,Clear/Partly Cloudy,Fall,0.2,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,5
4688,2011-07-19,3,0,7,5,0,2,1,2,0.7,0.6667,0.74,0.1045,0,19,19,2011,7,19,5,1,0,24.9,28.002199999999995,74.0,7.0015,Misty/Cloudy,Fall,0.0,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,19
4689,2011-07-19,3,0,7,6,0,2,1,2,0.72,0.697,0.74,0.1045,8,126,134,2011,7,19,6,1,0,25.839999999999996,30.001999999999995,74.0,7.0015,Misty/Cloudy,Fall,0.05970149253731343,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,134
4690,2011-07-19,3,0,7,7,0,2,1,2,0.74,0.697,0.7,0.1642,28,287,315,2011,7,19,7,1,0,26.78,30.001999999999995,70.0,11.0014,Misty/Cloudy,Fall,0.08888888888888889,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,315
4691,2011-07-19,3,0,7,8,0,2,1,2,0.76,0.7273,0.7,0.1642,31,381,412,2011,7,19,8,1,0,27.72,32.001799999999996,70.0,11.0014,Misty/Cloudy,Fall,0.07524271844660194,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,412
4692,2011-07-19,3,0,7,9,0,2,1,2,0.8,0.7879,0.63,0.1343,22,177,199,2011,7,19,9,1,0,29.6,36.001400000000004,63.0,8.9981,Misty/Cloudy,Fall,0.11055276381909548,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,199
4693,2011-07-19,3,0,7,10,0,2,1,2,0.82,0.7879,0.56,0.1642,29,112,141,2011,7,19,10,1,0,30.54,36.001400000000004,56.00000000000001,11.0014,Misty/Cloudy,Fall,0.20567375886524822,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,141
4694,2011-07-19,3,0,7,11,0,2,1,1,0.82,0.803,0.59,0.0,29,98,127,2011,7,19,11,1,0,30.54,36.998000000000005,59.0,0.0,Clear/Partly Cloudy,Fall,0.2283464566929134,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,127
4695,2011-07-19,3,0,7,12,0,2,1,1,0.84,0.8182,0.56,0.0896,26,127,153,2011,7,19,12,1,0,31.479999999999997,38.001200000000004,56.00000000000001,6.0032,Clear/Partly Cloudy,Fall,0.16993464052287582,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,153
4696,2011-07-19,3,0,7,13,0,2,1,1,0.86,0.8333,0.53,0.1045,33,139,172,2011,7,19,13,1,0,32.42,38.997800000000005,53.0,7.0015,Clear/Partly Cloudy,Fall,0.19186046511627908,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,172
4697,2011-07-19,3,0,7,14,0,2,1,1,0.86,0.8182,0.5,0.194,41,111,152,2011,7,19,14,1,0,32.42,38.001200000000004,50.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.26973684210526316,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,152
4698,2011-07-19,3,0,7,15,0,2,1,1,0.88,0.8182,0.44,0.194,48,110,158,2011,7,19,15,1,0,33.36,38.001200000000004,44.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.3037974683544304,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,158
4699,2011-07-19,3,0,7,16,0,2,1,1,0.9,0.8485,0.42,0.2985,61,216,277,2011,7,19,16,1,0,34.300000000000004,40.001000000000005,42.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.22021660649819494,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,277
4700,2011-07-19,3,0,7,17,0,2,1,1,0.8,0.803,0.66,0.0,68,445,513,2011,7,19,17,1,0,29.6,36.998000000000005,66.0,0.0,Clear/Partly Cloudy,Fall,0.13255360623781676,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,513
4701,2011-07-19,3,0,7,18,0,2,1,1,0.8,0.803,0.66,0.1343,80,450,530,2011,7,19,18,1,0,29.6,36.998000000000005,66.0,8.9981,Clear/Partly Cloudy,Fall,0.1509433962264151,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,530
4702,2011-07-19,3,0,7,19,0,2,1,1,0.76,0.7424,0.75,0.194,54,334,388,2011,7,19,19,1,0,27.72,32.9984,75.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.13917525773195877,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,388
4703,2011-07-19,3,0,7,20,0,2,1,1,0.74,0.7273,0.74,0.0896,48,229,277,2011,7,19,20,1,0,26.78,32.001799999999996,74.0,6.0032,Clear/Partly Cloudy,Fall,0.17328519855595667,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,277
4704,2011-07-19,3,0,7,21,0,2,1,1,0.74,0.7121,0.74,0.1343,47,194,241,2011,7,19,21,1,0,26.78,30.998599999999996,74.0,8.9981,Clear/Partly Cloudy,Fall,0.1950207468879668,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,241
4705,2011-07-19,3,0,7,22,0,2,1,1,0.74,0.7121,0.74,0.0,36,120,156,2011,7,19,22,1,0,26.78,30.998599999999996,74.0,0.0,Clear/Partly Cloudy,Fall,0.23076923076923078,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,156
4706,2011-07-19,3,0,7,23,0,2,1,3,0.72,0.697,0.79,0.1642,19,73,92,2011,7,19,23,1,0,25.839999999999996,30.001999999999995,79.0,11.0014,Light Rain/Snow,Fall,0.20652173913043478,Evening (18-24),Fall - Light Rain/Snow,Regular Working Day,92
4707,2011-07-20,3,0,7,0,0,3,1,1,0.7,0.6667,0.84,0.1045,11,29,40,2011,7,20,0,2,0,24.9,28.002199999999995,84.0,7.0015,Clear/Partly Cloudy,Fall,0.275,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,40
4708,2011-07-20,3,0,7,1,0,3,1,1,0.7,0.6667,0.84,0.0,4,7,11,2011,7,20,1,2,0,24.9,28.002199999999995,84.0,0.0,Clear/Partly Cloudy,Fall,0.36363636363636365,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,11
4709,2011-07-20,3,0,7,2,0,3,1,1,0.7,0.6667,0.84,0.0,2,7,9,2011,7,20,2,2,0,24.9,28.002199999999995,84.0,0.0,Clear/Partly Cloudy,Fall,0.2222222222222222,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,9
4710,2011-07-20,3,0,7,3,0,3,1,1,0.7,0.6667,0.84,0.1045,2,4,6,2011,7,20,3,2,0,24.9,28.002199999999995,84.0,7.0015,Clear/Partly Cloudy,Fall,0.3333333333333333,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,6
4711,2011-07-20,3,0,7,4,0,3,1,1,0.68,0.6364,0.83,0.0,0,4,4,2011,7,20,4,2,0,23.96,26.002399999999994,83.0,0.0,Clear/Partly Cloudy,Fall,0.0,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,4
4712,2011-07-20,3,0,7,5,0,3,1,1,0.68,0.6364,0.83,0.1045,4,19,23,2011,7,20,5,2,0,23.96,26.002399999999994,83.0,7.0015,Clear/Partly Cloudy,Fall,0.17391304347826086,Night (0-6),Fall - Clear/Partly Cloudy,Regular Working Day,23
4713,2011-07-20,3,0,7,6,0,3,1,2,0.68,0.6364,0.89,0.1045,5,111,116,2011,7,20,6,2,0,23.96,26.002399999999994,89.0,7.0015,Misty/Cloudy,Fall,0.04310344827586207,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,116
4714,2011-07-20,3,0,7,7,0,3,1,2,0.7,0.6667,0.84,0.1045,27,276,303,2011,7,20,7,2,0,24.9,28.002199999999995,84.0,7.0015,Misty/Cloudy,Fall,0.0891089108910891,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,303
4715,2011-07-20,3,0,7,8,0,3,1,1,0.74,0.7121,0.74,0.0,34,404,438,2011,7,20,8,2,0,26.78,30.998599999999996,74.0,0.0,Clear/Partly Cloudy,Fall,0.0776255707762557,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,438
4716,2011-07-20,3,0,7,9,0,3,1,1,0.74,0.697,0.7,0.0896,28,181,209,2011,7,20,9,2,0,26.78,30.001999999999995,70.0,6.0032,Clear/Partly Cloudy,Fall,0.1339712918660287,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,209
4717,2011-07-20,3,0,7,10,0,3,1,1,0.76,0.7273,0.7,0.0,34,76,110,2011,7,20,10,2,0,27.72,32.001799999999996,70.0,0.0,Clear/Partly Cloudy,Fall,0.3090909090909091,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,110
4718,2011-07-20,3,0,7,11,0,3,1,1,0.8,0.7879,0.63,0.0896,26,116,142,2011,7,20,11,2,0,29.6,36.001400000000004,63.0,6.0032,Clear/Partly Cloudy,Fall,0.18309859154929578,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,142
4719,2011-07-20,3,0,7,12,0,3,1,1,0.82,0.803,0.59,0.0,28,121,149,2011,7,20,12,2,0,30.54,36.998000000000005,59.0,0.0,Clear/Partly Cloudy,Fall,0.18791946308724833,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,149
4720,2011-07-20,3,0,7,13,0,3,1,1,0.84,0.8182,0.56,0.194,23,97,120,2011,7,20,13,2,0,31.479999999999997,38.001200000000004,56.00000000000001,12.998000000000001,Clear/Partly Cloudy,Fall,0.19166666666666668,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,120
4721,2011-07-20,3,0,7,14,0,3,1,1,0.86,0.8333,0.53,0.2239,44,83,127,2011,7,20,14,2,0,32.42,38.997800000000005,53.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.3464566929133858,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,127
4722,2011-07-20,3,0,7,15,0,3,1,1,0.86,0.8182,0.5,0.1642,36,102,138,2011,7,20,15,2,0,32.42,38.001200000000004,50.0,11.0014,Clear/Partly Cloudy,Fall,0.2608695652173913,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,138
4723,2011-07-20,3,0,7,16,0,3,1,1,0.84,0.8182,0.56,0.0,30,204,234,2011,7,20,16,2,0,31.479999999999997,38.001200000000004,56.00000000000001,0.0,Clear/Partly Cloudy,Fall,0.1282051282051282,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,234
4724,2011-07-20,3,0,7,17,0,3,1,1,0.84,0.8333,0.59,0.194,50,405,455,2011,7,20,17,2,0,31.479999999999997,38.997800000000005,59.0,12.998000000000001,Clear/Partly Cloudy,Fall,0.10989010989010989,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,455
4725,2011-07-20,3,0,7,18,0,3,1,1,0.84,0.8333,0.59,0.2239,68,429,497,2011,7,20,18,2,0,31.479999999999997,38.997800000000005,59.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.13682092555331993,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,497
4726,2011-07-20,3,0,7,19,0,3,1,1,0.82,0.8485,0.67,0.1642,59,323,382,2011,7,20,19,2,0,30.54,40.001000000000005,67.0,11.0014,Clear/Partly Cloudy,Fall,0.1544502617801047,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,382
4727,2011-07-20,3,0,7,20,0,3,1,1,0.8,0.8333,0.75,0.2239,45,264,309,2011,7,20,20,2,0,29.6,38.997800000000005,75.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.14563106796116504,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,309
4728,2011-07-20,3,0,7,21,0,3,1,1,0.8,0.803,0.66,0.1642,33,209,242,2011,7,20,21,2,0,29.6,36.998000000000005,66.0,11.0014,Clear/Partly Cloudy,Fall,0.13636363636363635,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,242
4729,2011-07-20,3,0,7,22,0,3,1,1,0.78,0.7727,0.7,0.2239,25,144,169,2011,7,20,22,2,0,28.660000000000004,34.998200000000004,70.0,15.001299999999999,Clear/Partly Cloudy,Fall,0.14792899408284024,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,169
4730,2011-07-20,3,0,7,23,0,3,1,1,0.76,0.7424,0.75,0.2537,26,73,99,2011,7,20,23,2,0,27.72,32.9984,75.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.26262626262626265,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,99
4731,2011-07-21,3,0,7,0,0,4,1,2,0.76,0.7424,0.75,0.194,13,29,42,2011,7,21,0,3,0,27.72,32.9984,75.0,12.998000000000001,Misty/Cloudy,Fall,0.30952380952380953,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,42
4732,2011-07-21,3,0,7,1,0,4,1,2,0.74,0.7273,0.84,0.2239,5,16,21,2011,7,21,1,3,0,26.78,32.001799999999996,84.0,15.001299999999999,Misty/Cloudy,Fall,0.23809523809523808,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,21
4733,2011-07-21,3,0,7,2,0,4,1,2,0.74,0.7273,0.84,0.2239,2,4,6,2011,7,21,2,3,0,26.78,32.001799999999996,84.0,15.001299999999999,Misty/Cloudy,Fall,0.3333333333333333,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,6
4734,2011-07-21,3,0,7,3,0,4,1,2,0.74,0.7121,0.79,0.1343,1,5,6,2011,7,21,3,3,0,26.78,30.998599999999996,79.0,8.9981,Misty/Cloudy,Fall,0.16666666666666666,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,6
4735,2011-07-21,3,0,7,4,0,4,1,2,0.72,0.7121,0.84,0.1045,0,4,4,2011,7,21,4,3,0,25.839999999999996,30.998599999999996,84.0,7.0015,Misty/Cloudy,Fall,0.0,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,4
4736,2011-07-21,3,0,7,5,0,4,1,2,0.72,0.7121,0.84,0.1045,2,16,18,2011,7,21,5,3,0,25.839999999999996,30.998599999999996,84.0,7.0015,Misty/Cloudy,Fall,0.1111111111111111,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,18
4737,2011-07-21,3,0,7,6,0,4,1,2,0.72,0.7121,0.84,0.1045,6,111,117,2011,7,21,6,3,0,25.839999999999996,30.998599999999996,84.0,7.0015,Misty/Cloudy,Fall,0.05128205128205128,Night (0-6),Fall - Misty/Cloudy,Regular Working Day,117
4738,2011-07-21,3,0,7,7,0,4,1,2,0.74,0.7273,0.84,0.1343,23,251,274,2011,7,21,7,3,0,26.78,32.001799999999996,84.0,8.9981,Misty/Cloudy,Fall,0.08394160583941605,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,274
4739,2011-07-21,3,0,7,8,0,4,1,2,0.76,0.7576,0.79,0.1642,23,358,381,2011,7,21,8,3,0,27.72,34.0016,79.0,11.0014,Misty/Cloudy,Fall,0.06036745406824147,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,381
4740,2011-07-21,3,0,7,9,0,4,1,2,0.8,0.8182,0.75,0.2537,34,166,200,2011,7,21,9,3,0,29.6,38.001200000000004,75.0,16.997899999999998,Misty/Cloudy,Fall,0.17,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,200
4741,2011-07-21,3,0,7,10,0,4,1,2,0.82,0.8636,0.71,0.2239,31,47,78,2011,7,21,10,3,0,30.54,40.997600000000006,71.0,15.001299999999999,Misty/Cloudy,Fall,0.3974358974358974,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,78
4742,2011-07-21,3,0,7,11,0,4,1,2,0.86,0.8939,0.63,0.2985,27,79,106,2011,7,21,11,3,0,32.42,42.9974,63.0,19.999499999999998,Misty/Cloudy,Fall,0.25471698113207547,Morning (6-12),Fall - Misty/Cloudy,Regular Working Day,106
4743,2011-07-21,3,0,7,12,0,4,1,1,0.88,0.8939,0.56,0.3284,29,106,135,2011,7,21,12,3,0,33.36,42.9974,56.00000000000001,22.0028,Clear/Partly Cloudy,Fall,0.21481481481481482,Morning (6-12),Fall - Clear/Partly Cloudy,Regular Working Day,135
4744,2011-07-21,3,0,7,13,0,4,1,1,0.88,0.8939,0.56,0.2985,21,81,102,2011,7,21,13,3,0,33.36,42.9974,56.00000000000001,19.999499999999998,Clear/Partly Cloudy,Fall,0.20588235294117646,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,102
4745,2011-07-21,3,0,7,14,0,4,1,1,0.9,0.8939,0.5,0.3582,50,97,147,2011,7,21,14,3,0,34.300000000000004,42.9974,50.0,23.9994,Clear/Partly Cloudy,Fall,0.3401360544217687,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,147
4746,2011-07-21,3,0,7,15,0,4,1,1,0.9,0.9242,0.53,0.2537,40,93,133,2011,7,21,15,3,0,34.300000000000004,44.9972,53.0,16.997899999999998,Clear/Partly Cloudy,Fall,0.3007518796992481,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,133
4747,2011-07-21,3,0,7,16,0,4,1,1,0.92,0.9242,0.48,0.2836,43,167,210,2011,7,21,16,3,0,35.24,44.9972,48.0,19.0012,Clear/Partly Cloudy,Fall,0.20476190476190476,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,210
4748,2011-07-21,3,0,7,17,0,4,1,1,0.92,0.9091,0.45,0.2985,40,374,414,2011,7,21,17,3,0,35.24,44.0006,45.0,19.999499999999998,Clear/Partly Cloudy,Fall,0.0966183574879227,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,414
4749,2011-07-21,3,0,7,18,0,4,1,1,0.9,0.8939,0.5,0.2836,39,343,382,2011,7,21,18,3,0,34.300000000000004,42.9974,50.0,19.0012,Clear/Partly Cloudy,Fall,0.10209424083769633,Afternoon (12-18),Fall - Clear/Partly Cloudy,Regular Working Day,382
4750,2011-07-21,3,0,7,19,0,4,1,1,0.86,0.9242,0.67,0.2836,51,233,284,2011,7,21,19,3,0,32.42,44.9972,67.0,19.0012,Clear/Partly Cloudy,Fall,0.1795774647887324,Evening (18-24),Fall - Clear/Partly Cloudy,Regular Working Day,284
