instant,dteday,season,yr,mnth,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,year,month,day,day_of_week,is_weekend,temp_actual,atemp_actual,hum_actual,windspeed_actual,weather_desc,season_desc,casual_ratio,season_weather,day_type,check_cnt
501,2012-05-15,2,1,5,0,2,1,2,0.611667,0.576404,0.794583,0.147392,625,4490,5115,2012,5,15,1,0,20.748348999999997,22.042664000000002,79.45830000000001,9.875264,Misty/Cloudy,Summer,0.12218963831867058,Summer - Misty/Cloudy,Regular Working Day,5115
502,2012-05-16,2,1,5,0,3,1,1,0.636667,0.595975,0.697917,0.122512,991,6433,7424,2012,5,16,2,0,21.923348999999998,23.33435,69.7917,8.208304,Clear/Partly Cloudy,Summer,0.13348599137931033,Summer - Clear/Partly Cloudy,Regular Working Day,7424
503,2012-05-17,2,1,5,0,4,1,1,0.593333,0.572613,0.52,0.229475,1242,6142,7384,2012,5,17,3,0,19.886651,21.792458000000003,52.0,15.374825000000001,Clear/Partly Cloudy,Summer,0.16820151679306608,Summer - Clear/Partly Cloudy,Regular Working Day,7384
504,2012-05-18,2,1,5,0,5,1,1,0.564167,0.551121,0.523333,0.136817,1521,6118,7639,2012,5,18,4,0,18.515849,20.373985999999995,52.33330000000001,9.166739,Clear/Partly Cloudy,Summer,0.19910983112972902,Summer - Clear/Partly Cloudy,Regular Working Day,7639
505,2012-05-19,2,1,5,0,6,0,1,0.6,0.566908,0.45625,0.083975,2266,4884,7150,2012,5,19,5,1,20.2,21.415928,45.625,5.626325,Clear/Partly Cloudy,Summer,0.3169230769230769,Summer - Clear/Partly Cloudy,Weekend,7150
506,2012-05-20,2,1,5,0,0,0,1,0.620833,0.583967,0.530417,0.254367,2266,4425,6691,2012,5,20,6,1,21.179150999999997,22.541822000000003,53.041700000000006,17.042589,Clear/Partly Cloudy,Summer,0.33866387684949933,Summer - Clear/Partly Cloudy,Weekend,6691
507,2012-05-21,2,1,5,0,1,1,2,0.598333,0.565667,0.81125,0.233204,630,3729,4359,2012,5,21,0,0,20.121651,21.334022000000004,81.125,15.624668,Misty/Cloudy,Summer,0.1445285615966965,Summer - Misty/Cloudy,Regular Working Day,4359
508,2012-05-22,2,1,5,0,2,1,2,0.615,0.580825,0.765833,0.118167,819,5254,6073,2012,5,22,1,0,20.905,22.334450000000004,76.5833,7.917189,Misty/Cloudy,Summer,0.13485921290959987,Summer - Misty/Cloudy,Regular Working Day,6073
509,2012-05-23,2,1,5,0,3,1,2,0.621667,0.584612,0.774583,0.102,766,4494,5260,2012,5,23,2,0,21.218349,22.584392,77.45830000000001,6.834,Misty/Cloudy,Summer,0.14562737642585552,Summer - Misty/Cloudy,Regular Working Day,5260
510,2012-05-24,2,1,5,0,4,1,1,0.655,0.6067,0.716667,0.172896,1059,5711,6770,2012,5,24,3,0,22.785,24.0422,71.6667,11.584031999999999,Clear/Partly Cloudy,Summer,0.15642540620384046,Summer - Clear/Partly Cloudy,Regular Working Day,6770
511,2012-05-25,2,1,5,0,5,1,1,0.68,0.627529,0.747083,0.14055,1417,5317,6734,2012,5,25,4,0,23.96,25.416914,74.70830000000001,9.41685,Clear/Partly Cloudy,Summer,0.21042471042471042,Summer - Clear/Partly Cloudy,Regular Working Day,6734
512,2012-05-26,2,1,5,0,6,0,1,0.6925,0.642696,0.7325,0.198992,2266,3681,5947,2012,5,26,5,1,24.5475,26.417936000000005,73.25,13.332464,Clear/Partly Cloudy,Summer,0.3810324533378174,Summer - Clear/Partly Cloudy,Weekend,5947
513,2012-05-27,2,1,5,0,0,0,1,0.69,0.641425,0.697083,0.215171,2266,3308,5574,2012,5,27,6,1,24.43,26.334050000000005,69.7083,14.416457,Clear/Partly Cloudy,Summer,0.4065303193397919,Summer - Clear/Partly Cloudy,Weekend,5574
514,2012-05-28,2,1,5,1,1,0,1,0.7125,0.6793,0.67625,0.196521,2266,3486,5752,2012,5,28,0,0,25.487500000000004,28.833800000000004,67.625,13.166907,Clear/Partly Cloudy,Summer,0.3939499304589708,Summer - Clear/Partly Cloudy,Holiday,5752
515,2012-05-29,2,1,5,0,2,1,1,0.7225,0.672992,0.684583,0.2954,880,4863,5743,2012,5,29,1,0,25.957500000000003,28.417472000000004,68.45830000000001,19.7918,Clear/Partly Cloudy,Summer,0.1532300191537524,Summer - Clear/Partly Cloudy,Regular Working Day,5743
516,2012-05-30,2,1,5,0,3,1,2,0.656667,0.611129,0.67,0.134329,745,6110,6855,2012,5,30,2,0,22.863349,24.334514,67.0,9.000043,Misty/Cloudy,Summer,0.10867979576951131,Summer - Misty/Cloudy,Regular Working Day,6855
517,2012-05-31,2,1,5,0,4,1,1,0.68,0.631329,0.492917,0.195279,1100,6238,7338,2012,5,31,3,0,23.96,25.667714000000004,49.2917,13.083693,Clear/Partly Cloudy,Summer,0.14990460615971654,Summer - Clear/Partly Cloudy,Regular Working Day,7338
518,2012-06-01,2,1,6,0,5,1,2,0.654167,0.607962,0.755417,0.237563,533,3594,4127,2012,6,1,4,0,22.745849000000003,24.125492,75.5417,15.916720999999999,Misty/Cloudy,Summer,0.12914950327114127,Summer - Misty/Cloudy,Regular Working Day,4127
519,2012-06-02,2,1,6,0,6,0,1,0.583333,0.566288,0.549167,0.186562,2266,5325,7591,2012,6,2,5,1,19.416650999999998,21.375008,54.9167,12.499654,Clear/Partly Cloudy,Summer,0.2985113950731129,Summer - Clear/Partly Cloudy,Weekend,7591
520,2012-06-03,2,1,6,0,0,0,1,0.6025,0.575133,0.493333,0.184087,2266,5147,7413,2012,6,3,6,1,20.317500000000003,21.958778000000002,49.3333,12.333829,Clear/Partly Cloudy,Summer,0.30567921219479294,Summer - Clear/Partly Cloudy,Weekend,7413
521,2012-06-04,2,1,6,0,1,1,1,0.5975,0.578283,0.487083,0.284833,1071,5927,6998,2012,6,4,0,0,20.082500000000003,22.166677999999997,48.7083,19.083811,Clear/Partly Cloudy,Summer,0.15304372677907974,Summer - Clear/Partly Cloudy,Regular Working Day,6998
522,2012-06-05,2,1,6,0,2,1,2,0.540833,0.525892,0.613333,0.209575,968,6033,7001,2012,6,5,1,0,17.419151,18.708872,61.3333,14.041525,Misty/Cloudy,Summer,0.1382659620054278,Summer - Misty/Cloudy,Regular Working Day,7001
523,2012-06-06,2,1,6,0,3,1,1,0.554167,0.542292,0.61125,0.077125,1027,6028,7055,2012,6,6,2,0,18.045848999999997,19.791272,61.12499999999999,5.167375,Clear/Partly Cloudy,Summer,0.14557051736357193,Summer - Clear/Partly Cloudy,Regular Working Day,7055
524,2012-06-07,2,1,6,0,4,1,1,0.6025,0.569442,0.567083,0.15735,1038,6456,7494,2012,6,7,3,0,20.317500000000003,21.583171999999998,56.7083,10.542449999999999,Clear/Partly Cloudy,Summer,0.13851080864691753,Summer - Clear/Partly Cloudy,Regular Working Day,7494
525,2012-06-08,2,1,6,0,5,1,1,0.649167,0.597862,0.467917,0.175383,1488,6248,7736,2012,6,8,4,0,22.510849000000004,23.458892,46.791700000000006,11.750661000000001,Clear/Partly Cloudy,Summer,0.1923474663908997,Summer - Clear/Partly Cloudy,Regular Working Day,7736
526,2012-06-09,2,1,6,0,6,0,1,0.710833,0.648367,0.437083,0.144287,2266,4790,7056,2012,6,9,5,1,25.409151,26.792222000000002,43.7083,9.667229,Clear/Partly Cloudy,Summer,0.32114512471655327,Summer - Clear/Partly Cloudy,Weekend,7056
527,2012-06-10,2,1,6,0,0,0,1,0.726667,0.663517,0.538333,0.133721,2224,4374,6598,2012,6,10,6,1,26.153349,27.792122,53.833299999999994,8.959307,Clear/Partly Cloudy,Summer,0.3370718399515005,Summer - Clear/Partly Cloudy,Weekend,6598
528,2012-06-11,2,1,6,0,1,1,2,0.720833,0.659721,0.587917,0.207713,1017,5647,6664,2012,6,11,0,0,25.879151,27.541586000000002,58.791700000000006,13.916771,Misty/Cloudy,Summer,0.1526110444177671,Summer - Misty/Cloudy,Regular Working Day,6664
529,2012-06-12,2,1,6,0,2,1,2,0.653333,0.597875,0.833333,0.214546,477,4495,4972,2012,6,12,1,0,22.706651,23.45975,83.3333,14.374581999999998,Misty/Cloudy,Summer,0.09593724859211585,Summer - Misty/Cloudy,Regular Working Day,4972
530,2012-06-13,2,1,6,0,3,1,1,0.655833,0.611117,0.582083,0.343279,1173,6248,7421,2012,6,13,2,0,22.824151,24.333722,58.2083,22.999693,Clear/Partly Cloudy,Summer,0.158064950815254,Summer - Clear/Partly Cloudy,Regular Working Day,7421
531,2012-06-14,2,1,6,0,4,1,1,0.648333,0.624383,0.569583,0.253733,1180,6183,7363,2012,6,14,3,0,22.471651,25.209278000000005,56.958299999999994,17.000111,Clear/Partly Cloudy,Summer,0.16026076327583866,Summer - Clear/Partly Cloudy,Regular Working Day,7363
532,2012-06-15,2,1,6,0,5,1,1,0.639167,0.599754,0.589583,0.176617,1563,6102,7665,2012,6,15,4,0,22.040849,23.583764000000002,58.958299999999994,11.833339,Clear/Partly Cloudy,Summer,0.20391389432485324,Summer - Clear/Partly Cloudy,Regular Working Day,7665
533,2012-06-16,2,1,6,0,6,0,1,0.631667,0.594708,0.504167,0.166667,2266,4739,7005,2012,6,16,5,1,21.688349,23.250728000000002,50.416700000000006,11.166689,Clear/Partly Cloudy,Summer,0.3234832262669522,Summer - Clear/Partly Cloudy,Weekend,7005
534,2012-06-17,2,1,6,0,0,0,1,0.5925,0.571975,0.59875,0.144904,2266,4344,6610,2012,6,17,6,1,19.8475,21.750349999999997,59.875,9.708568,Clear/Partly Cloudy,Summer,0.3428139183055976,Summer - Clear/Partly Cloudy,Weekend,6610
535,2012-06-18,2,1,6,0,1,1,2,0.568333,0.544842,0.777917,0.174746,653,4446,5099,2012,6,18,0,0,18.711651,19.959572,77.79169999999999,11.707982000000001,Misty/Cloudy,Summer,0.12806432633849774,Summer - Misty/Cloudy,Regular Working Day,5099
536,2012-06-19,2,1,6,0,2,1,1,0.688333,0.654692,0.69,0.148017,968,5857,6825,2012,6,19,1,0,24.351650999999997,27.209672000000005,69.0,9.917139,Clear/Partly Cloudy,Summer,0.14183150183150184,Summer - Clear/Partly Cloudy,Regular Working Day,6825
537,2012-06-20,2,1,6,0,3,1,1,0.7825,0.720975,0.592083,0.113812,872,5339,6211,2012,6,20,2,0,28.777499999999996,31.58435,59.2083,7.625404,Clear/Partly Cloudy,Summer,0.1403960714860731,Summer - Clear/Partly Cloudy,Regular Working Day,6211
538,2012-06-21,3,1,6,0,4,1,1,0.805833,0.752542,0.567917,0.118787,778,5127,5905,2012,6,21,3,0,29.874150999999998,33.667772,56.7917,7.958729,Clear/Partly Cloudy,Fall,0.1317527519051651,Fall - Clear/Partly Cloudy,Regular Working Day,5905
539,2012-06-22,3,1,6,0,5,1,1,0.7775,0.724121,0.57375,0.182842,964,4859,5823,2012,6,22,4,0,28.542499999999997,31.791986,57.375,12.250414000000001,Clear/Partly Cloudy,Fall,0.1655504035720419,Fall - Clear/Partly Cloudy,Regular Working Day,5823
540,2012-06-23,3,1,6,0,6,0,1,0.731667,0.652792,0.534583,0.179721,2266,4801,7067,2012,6,23,5,1,26.388348999999998,27.084272000000006,53.4583,12.041307,Clear/Partly Cloudy,Fall,0.3206452525824254,Fall - Clear/Partly Cloudy,Weekend,7067
541,2012-06-24,3,1,6,0,0,0,1,0.743333,0.674254,0.479167,0.145525,2266,4340,6606,2012,6,24,6,1,26.936650999999998,28.500764000000004,47.9167,9.750174999999999,Clear/Partly Cloudy,Fall,0.34302149561005146,Fall - Clear/Partly Cloudy,Weekend,6606
542,2012-06-25,3,1,6,0,1,1,1,0.715833,0.654042,0.504167,0.300383,1139,5640,6779,2012,6,25,0,0,25.644151,27.166772,50.416700000000006,20.125661,Clear/Partly Cloudy,Fall,0.1680188818409795,Fall - Clear/Partly Cloudy,Regular Working Day,6779
543,2012-06-26,3,1,6,0,2,1,1,0.630833,0.594704,0.373333,0.347642,1077,6365,7442,2012,6,26,1,0,21.649151,23.250464,37.3333,23.292014,Clear/Partly Cloudy,Fall,0.1447191615157216,Fall - Clear/Partly Cloudy,Regular Working Day,7442
544,2012-06-27,3,1,6,0,3,1,1,0.6975,0.640792,0.36,0.271775,1077,6258,7335,2012,6,27,2,0,24.7825,26.292272000000004,36.0,18.208925,Clear/Partly Cloudy,Fall,0.14683026584867076,Fall - Clear/Partly Cloudy,Regular Working Day,7335
545,2012-06-28,3,1,6,0,4,1,1,0.749167,0.675512,0.4225,0.17165,921,5958,6879,2012,6,28,3,0,27.210849000000003,28.583792000000003,42.25,11.50055,Clear/Partly Cloudy,Fall,0.13388573920627997,Fall - Clear/Partly Cloudy,Regular Working Day,6879
546,2012-06-29,3,1,6,0,5,1,1,0.834167,0.786613,0.48875,0.165417,829,4634,5463,2012,6,29,4,0,31.205849,35.916458,48.875,11.082939000000001,Clear/Partly Cloudy,Fall,0.15174812374153396,Fall - Clear/Partly Cloudy,Regular Working Day,5463
547,2012-06-30,3,1,6,0,6,0,1,0.765,0.687508,0.60125,0.161071,1455,4232,5687,2012,6,30,5,1,27.955,29.375528000000003,60.12499999999999,10.791756999999999,Clear/Partly Cloudy,Fall,0.2558466678389309,Fall - Clear/Partly Cloudy,Weekend,5687
548,2012-07-01,3,1,7,0,0,0,1,0.815833,0.750629,0.51875,0.168529,1421,4110,5531,2012,7,1,6,1,30.344151000000004,33.541514,51.87500000000001,11.291443000000001,Clear/Partly Cloudy,Fall,0.2569155668052793,Fall - Clear/Partly Cloudy,Weekend,5531
549,2012-07-02,3,1,7,0,1,1,1,0.781667,0.702038,0.447083,0.195267,904,5323,6227,2012,7,2,0,0,28.738349,30.334508000000007,44.7083,13.082889,Clear/Partly Cloudy,Fall,0.14517424120764413,Fall - Clear/Partly Cloudy,Regular Working Day,6227
550,2012-07-03,3,1,7,0,2,1,1,0.780833,0.70265,0.492083,0.126237,1052,5608,6660,2012,7,3,1,0,28.699151,30.374899999999997,49.2083,8.457878999999998,Clear/Partly Cloudy,Fall,0.15795795795795795,Fall - Clear/Partly Cloudy,Regular Working Day,6660
551,2012-07-04,3,1,7,1,3,0,1,0.789167,0.732337,0.53875,0.13495,2266,4841,7107,2012,7,4,2,0,29.090849,32.334242,53.87499999999999,9.041649999999999,Clear/Partly Cloudy,Fall,0.3188405797101449,Fall - Clear/Partly Cloudy,Holiday,7107
552,2012-07-05,3,1,7,0,4,1,1,0.8275,0.761367,0.457917,0.194029,1405,4836,6241,2012,7,5,3,0,30.8925,34.250222,45.7917,12.999943,Clear/Partly Cloudy,Fall,0.2251241788174972,Fall - Clear/Partly Cloudy,Regular Working Day,6241
553,2012-07-06,3,1,7,0,5,1,1,0.828333,0.752533,0.450833,0.146142,1366,4841,6207,2012,7,6,4,0,30.931651000000002,33.667178,45.0833,9.791514,Clear/Partly Cloudy,Fall,0.2200741098759465,Fall - Clear/Partly Cloudy,Regular Working Day,6207
554,2012-07-07,3,1,7,0,6,0,1,0.861667,0.804913,0.492083,0.163554,1448,3392,4840,2012,7,7,5,1,32.498349,37.124258,49.2083,10.958118,Clear/Partly Cloudy,Fall,0.2991735537190083,Fall - Clear/Partly Cloudy,Weekend,4840
555,2012-07-08,3,1,7,0,0,0,1,0.8225,0.790396,0.57375,0.125629,1203,3469,4672,2012,7,8,6,1,30.6575,36.166136,57.375,8.417143,Clear/Partly Cloudy,Fall,0.2574914383561644,Fall - Clear/Partly Cloudy,Weekend,4672
556,2012-07-09,3,1,7,0,1,1,2,0.710833,0.654054,0.683333,0.180975,998,5571,6569,2012,7,9,0,0,25.409151,27.167564,68.3333,12.125325,Misty/Cloudy,Fall,0.1519257116760542,Fall - Misty/Cloudy,Regular Working Day,6569
557,2012-07-10,3,1,7,0,2,1,2,0.720833,0.664796,0.6675,0.151737,954,5336,6290,2012,7,10,1,0,25.879151,27.876536,66.75,10.166379000000001,Misty/Cloudy,Fall,0.15166931637519873,Fall - Misty/Cloudy,Regular Working Day,6290
558,2012-07-11,3,1,7,0,3,1,1,0.716667,0.650271,0.633333,0.151733,975,6289,7264,2012,7,11,2,0,25.683349,26.917886000000003,63.3333,10.166111,Clear/Partly Cloudy,Fall,0.13422356828193832,Fall - Clear/Partly Cloudy,Regular Working Day,7264
559,2012-07-12,3,1,7,0,4,1,1,0.715833,0.654683,0.529583,0.146775,1032,6414,7446,2012,7,12,3,0,25.644151,27.209077999999998,52.9583,9.833924999999999,Clear/Partly Cloudy,Fall,0.1385979049153908,Fall - Clear/Partly Cloudy,Regular Working Day,7446
560,2012-07-13,3,1,7,0,5,1,2,0.731667,0.667933,0.485833,0.08085,1511,5988,7499,2012,7,13,4,0,26.388348999999998,28.083578000000003,48.5833,5.41695,Misty/Cloudy,Fall,0.20149353247099613,Fall - Misty/Cloudy,Regular Working Day,7499
561,2012-07-14,3,1,7,0,6,0,2,0.703333,0.666042,0.699167,0.143679,2266,4614,6880,2012,7,14,5,1,25.056651000000002,27.958772000000003,69.91669999999999,9.626493,Misty/Cloudy,Fall,0.3293604651162791,Fall - Misty/Cloudy,Weekend,6880
562,2012-07-15,3,1,7,0,0,0,1,0.745833,0.705196,0.717917,0.166667,1920,4111,6031,2012,7,15,6,1,27.054150999999997,30.542936000000005,71.7917,11.166689,Clear/Partly Cloudy,Fall,0.31835516498093186,Fall - Clear/Partly Cloudy,Weekend,6031
563,2012-07-16,3,1,7,0,1,1,1,0.763333,0.724125,0.645,0.164187,1088,5742,6830,2012,7,16,0,0,27.876651000000003,31.792250000000003,64.5,11.000529,Clear/Partly Cloudy,Fall,0.15929721815519765,Fall - Clear/Partly Cloudy,Regular Working Day,6830
564,2012-07-17,3,1,7,0,2,1,1,0.818333,0.755683,0.505833,0.114429,921,5865,6786,2012,7,17,1,0,30.461650999999996,33.875078,50.583299999999994,7.666743,Clear/Partly Cloudy,Fall,0.13572060123784263,Fall - Clear/Partly Cloudy,Regular Working Day,6786
565,2012-07-18,3,1,7,0,3,1,1,0.793333,0.745583,0.577083,0.137442,799,4914,5713,2012,7,18,2,0,29.286651,33.208478,57.7083,9.208614,Clear/Partly Cloudy,Fall,0.1398564677052337,Fall - Clear/Partly Cloudy,Regular Working Day,5713
566,2012-07-19,3,1,7,0,4,1,1,0.77,0.714642,0.600417,0.165429,888,5703,6591,2012,7,19,3,0,28.189999999999998,31.166372000000003,60.0417,11.083743,Clear/Partly Cloudy,Fall,0.1347291761492945,Fall - Clear/Partly Cloudy,Regular Working Day,6591
567,2012-07-20,3,1,7,0,5,1,2,0.665833,0.613025,0.844167,0.208967,747,5123,5870,2012,7,20,4,0,23.294151,24.459650000000003,84.4167,14.000789000000001,Misty/Cloudy,Fall,0.1272572402044293,Fall - Misty/Cloudy,Regular Working Day,5870
568,2012-07-21,3,1,7,0,6,0,3,0.595833,0.549912,0.865417,0.2133,1264,3195,4459,2012,7,21,5,1,20.004150999999997,20.294191999999995,86.5417,14.2911,Light Rain/Snow,Fall,0.2834716304104059,Fall - Light Rain/Snow,Weekend,4459
569,2012-07-22,3,1,7,0,0,0,2,0.6675,0.623125,0.7625,0.0939208,2266,4866,7132,2012,7,22,6,1,23.3725,25.126250000000006,76.25,6.2926936,Misty/Cloudy,Fall,0.317722938867078,Fall - Misty/Cloudy,Weekend,7132
570,2012-07-23,3,1,7,0,1,1,1,0.741667,0.690017,0.694167,0.138683,1135,5831,6966,2012,7,23,0,0,26.858348999999997,29.541122,69.41669999999999,9.291761,Clear/Partly Cloudy,Fall,0.16293425208153892,Fall - Clear/Partly Cloudy,Regular Working Day,6966
571,2012-07-24,3,1,7,0,2,1,1,0.750833,0.70645,0.655,0.211454,1140,6452,7592,2012,7,24,1,0,27.289150999999997,30.625700000000002,65.5,14.167418,Clear/Partly Cloudy,Fall,0.15015806111696522,Fall - Clear/Partly Cloudy,Regular Working Day,7592
572,2012-07-25,3,1,7,0,3,1,1,0.724167,0.654054,0.45,0.1648,1383,6790,8173,2012,7,25,2,0,26.035849,27.167564,45.0,11.0416,Clear/Partly Cloudy,Fall,0.16921571026550838,Fall - Clear/Partly Cloudy,Regular Working Day,8173
573,2012-07-26,3,1,7,0,4,1,1,0.776667,0.739263,0.596667,0.284813,1036,5825,6861,2012,7,26,3,0,28.503349,32.791358,59.66669999999999,19.082470999999998,Clear/Partly Cloudy,Fall,0.1509983967351698,Fall - Clear/Partly Cloudy,Regular Working Day,6861
574,2012-07-27,3,1,7,0,5,1,1,0.781667,0.734217,0.594583,0.152992,1259,5645,6904,2012,7,27,4,0,28.738349,32.458322,59.458299999999994,10.250464,Clear/Partly Cloudy,Fall,0.18235805330243338,Fall - Clear/Partly Cloudy,Regular Working Day,6904
575,2012-07-28,3,1,7,0,6,0,1,0.755833,0.697604,0.613333,0.15735,2234,4451,6685,2012,7,28,5,1,27.524150999999996,30.041863999999997,61.3333,10.542449999999999,Clear/Partly Cloudy,Fall,0.33418100224382946,Fall - Clear/Partly Cloudy,Weekend,6685
576,2012-07-29,3,1,7,0,0,0,1,0.721667,0.667933,0.62375,0.170396,2153,4444,6597,2012,7,29,6,1,25.918349,28.083578000000003,62.375,11.416532,Clear/Partly Cloudy,Fall,0.3263604668788843,Fall - Clear/Partly Cloudy,Weekend,6597
577,2012-07-30,3,1,7,0,1,1,1,0.730833,0.684987,0.66875,0.153617,1040,6065,7105,2012,7,30,0,0,26.349151,29.209142,66.875,10.292339,Clear/Partly Cloudy,Fall,0.14637579169598874,Fall - Clear/Partly Cloudy,Regular Working Day,7105
578,2012-07-31,3,1,7,0,2,1,1,0.713333,0.662896,0.704167,0.165425,968,6248,7216,2012,7,31,1,0,25.526651,27.751136000000002,70.41669999999999,11.083475,Clear/Partly Cloudy,Fall,0.13414634146341464,Fall - Clear/Partly Cloudy,Regular Working Day,7216
579,2012-08-01,3,1,8,0,3,1,1,0.7175,0.667308,0.6775,0.141179,1074,6506,7580,2012,8,1,2,0,25.722500000000004,28.042327999999998,67.75,9.458993,Clear/Partly Cloudy,Fall,0.141688654353562,Fall - Clear/Partly Cloudy,Regular Working Day,7580
580,2012-08-02,3,1,8,0,4,1,1,0.7525,0.707088,0.659583,0.129354,983,6278,7261,2012,8,2,3,0,27.3675,30.667808,65.95830000000001,8.666718,Clear/Partly Cloudy,Fall,0.13538080154248727,Fall - Clear/Partly Cloudy,Regular Working Day,7261
581,2012-08-03,3,1,8,0,5,1,2,0.765833,0.722867,0.6425,0.215792,1328,5847,7175,2012,8,3,4,0,27.994151000000002,31.709222000000004,64.25,14.458064,Misty/Cloudy,Fall,0.1850871080139373,Fall - Misty/Cloudy,Regular Working Day,7175
582,2012-08-04,3,1,8,0,6,0,1,0.793333,0.751267,0.613333,0.257458,2266,4479,6745,2012,8,4,5,1,29.286651,33.583622,61.3333,17.249686,Clear/Partly Cloudy,Fall,0.33595255744996294,Fall - Clear/Partly Cloudy,Weekend,6745
583,2012-08-05,3,1,8,0,0,0,1,0.769167,0.731079,0.6525,0.290421,1707,3757,5464,2012,8,5,6,1,28.150849,32.251214000000004,65.25,19.458206999999998,Clear/Partly Cloudy,Fall,0.31240849194729137,Fall - Clear/Partly Cloudy,Weekend,5464
584,2012-08-06,3,1,8,0,1,1,2,0.7525,0.710246,0.654167,0.129354,1233,5780,7013,2012,8,6,0,0,27.3675,30.876236000000006,65.4167,8.666718,Misty/Cloudy,Fall,0.17581634108084984,Fall - Misty/Cloudy,Regular Working Day,7013
585,2012-08-07,3,1,8,0,2,1,2,0.735833,0.697621,0.70375,0.116908,1278,5995,7273,2012,8,7,1,0,26.584151,30.042986000000006,70.375,7.8328359999999995,Misty/Cloudy,Fall,0.17571841055960402,Fall - Misty/Cloudy,Regular Working Day,7273
586,2012-08-08,3,1,8,0,3,1,2,0.75,0.707717,0.672917,0.1107,1263,6271,7534,2012,8,8,2,0,27.25,30.709322,67.29169999999999,7.4169,Misty/Cloudy,Fall,0.167640031855588,Fall - Misty/Cloudy,Regular Working Day,7534
587,2012-08-09,3,1,8,0,4,1,1,0.755833,0.699508,0.620417,0.1561,1196,6090,7286,2012,8,9,3,0,27.524150999999996,30.167528000000004,62.0417,10.458699999999999,Clear/Partly Cloudy,Fall,0.16415042547351083,Fall - Clear/Partly Cloudy,Regular Working Day,7286
588,2012-08-10,3,1,8,0,5,1,2,0.715833,0.667942,0.715833,0.238813,1065,4721,5786,2012,8,10,4,0,25.644151,28.084172000000002,71.58330000000001,16.000471,Misty/Cloudy,Fall,0.18406498444521258,Fall - Misty/Cloudy,Regular Working Day,5786
589,2012-08-11,3,1,8,0,6,0,2,0.6925,0.638267,0.732917,0.206479,2247,4052,6299,2012,8,11,5,1,24.5475,26.125622,73.2917,13.834093,Misty/Cloudy,Fall,0.3567232894110176,Fall - Misty/Cloudy,Weekend,6299
590,2012-08-12,3,1,8,0,0,0,1,0.700833,0.644579,0.530417,0.122512,2182,4362,6544,2012,8,12,6,1,24.939151000000003,26.542214,53.041700000000006,8.208304,Clear/Partly Cloudy,Fall,0.33343520782396086,Fall - Clear/Partly Cloudy,Weekend,6544
591,2012-08-13,3,1,8,0,1,1,1,0.720833,0.662254,0.545417,0.136212,1207,5676,6883,2012,8,13,0,0,25.879151,27.708764000000002,54.541700000000006,9.126204,Clear/Partly Cloudy,Fall,0.17535958157780038,Fall - Clear/Partly Cloudy,Regular Working Day,6883
592,2012-08-14,3,1,8,0,2,1,1,0.726667,0.676779,0.686667,0.169158,1128,5656,6784,2012,8,14,1,0,26.153349,28.667414,68.6667,11.333586,Clear/Partly Cloudy,Fall,0.16627358490566038,Fall - Clear/Partly Cloudy,Regular Working Day,6784
593,2012-08-15,3,1,8,0,3,1,1,0.706667,0.654037,0.619583,0.169771,1198,6149,7347,2012,8,15,2,0,25.213349,27.166441999999996,61.9583,11.374657000000001,Clear/Partly Cloudy,Fall,0.16305975227984212,Fall - Clear/Partly Cloudy,Regular Working Day,7347
594,2012-08-16,3,1,8,0,4,1,1,0.719167,0.654688,0.519167,0.141796,1338,6267,7605,2012,8,16,3,0,25.800849,27.209408000000003,51.916700000000006,9.500332,Clear/Partly Cloudy,Fall,0.17593688362919133,Fall - Clear/Partly Cloudy,Regular Working Day,7605
595,2012-08-17,3,1,8,0,5,1,1,0.723333,0.2424,0.570833,0.231354,1483,5665,7148,2012,8,17,4,0,25.996651,-0.0015999999999998238,57.0833,15.500718,Clear/Partly Cloudy,Fall,0.20747062115277,Fall - Clear/Partly Cloudy,Regular Working Day,7148
596,2012-08-18,3,1,8,0,6,0,1,0.678333,0.618071,0.603333,0.177867,2266,5038,7304,2012,8,18,5,1,23.881650999999998,24.792686000000003,60.3333,11.917089,Clear/Partly Cloudy,Fall,0.3102409638554217,Fall - Clear/Partly Cloudy,Weekend,7304
597,2012-08-19,3,1,8,0,0,0,2,0.635833,0.603554,0.711667,0.08645,1208,3341,4549,2012,8,19,6,1,21.884151,23.834564,71.1667,5.79215,Misty/Cloudy,Fall,0.26555286876236533,Fall - Misty/Cloudy,Weekend,4549
598,2012-08-20,3,1,8,0,1,1,2,0.635833,0.595967,0.734167,0.129979,1026,5504,6530,2012,8,20,0,0,21.884151,23.333822000000005,73.4167,8.708593,Misty/Cloudy,Fall,0.1571209800918836,Fall - Misty/Cloudy,Regular Working Day,6530
599,2012-08-21,3,1,8,0,2,1,1,0.649167,0.601025,0.67375,0.0727708,1081,5925,7006,2012,8,21,1,0,22.510849000000004,23.667650000000002,67.375,4.8756436,Clear/Partly Cloudy,Fall,0.1542963174421924,Fall - Clear/Partly Cloudy,Regular Working Day,7006
600,2012-08-22,3,1,8,0,3,1,1,0.6675,0.621854,0.677083,0.0702833,1094,6281,7375,2012,8,22,2,0,23.3725,25.042364,67.7083,4.708981100000001,Clear/Partly Cloudy,Fall,0.14833898305084744,Fall - Clear/Partly Cloudy,Regular Working Day,7375
